year,district,unemployed_55_and_older,unemployed_25_to_under_35_years,unemployed_35_to_under_45_years,unemployed_45_to_under_55_years,unemployed_without_vocational_degree,unemployed_with_vocational_degree,unemployed_with_academic_degree,unemployed_without_school_degree,unemployed_with_secondary_school_certificate,unemployed_with_intermediate_maturity,unemployed_with_high_school_diploma
2014,Haslach-Schildacker,0,0,0,0,0,0,0,0,0,0,0
2014,Haslach-Haid,0,0,0,0,0,0,0,0,0,0,0
2014,St. Georgen-Nord,0,0,0,0,0,0,0,0,0,0,0
2014,St. Georgen-Süd,0,0,0,0,0,0,0,0,0,0,0
2014,Opfingen,0,0,0,0,0,0,0,0,0,0,0
2014,Tiengen,0,0,0,0,0,0,0,0,0,0,0
2014,Munzingen,0,0,0,0,0,0,0,0,0,0,0
2014,Weingarten,0,0,0,0,0,0,0,0,0,0,0
2014,Rieselfeld,0,0,0,0,0,0,0,0,0,0,0
2014,Vauban,0,0,0,0,0,0,0,0,0,0,0
2015,Altstadt-Mitte,0,0,0,0,0,0,0,0,0,0,0
2015,Altstadt-Ring,0,0,0,0,0,0,0,0,0,0,0
2015,Neuburg,0,0,0,0,0,0,0,0,0,0,0
2015,Herdern-Süd,0,0,0,0,0,0,0,0,0,0,0
2015,Herdern-Nord,0,0,0,0,0,0,0,0,0,0,0
2015,Zähringen,0,0,0,0,0,0,0,0,0,0,0
2015,Brühl-Güterbahnhof,0,0,0,0,0,0,0,0,0,0,0
2015,Brühl-Industriegebiet,0,0,0,0,0,0,0,0,0,0,0
2015,Brühl-Beurbarung,0,0,0,0,0,0,0,0,0,0,0
2015,Hochdorf,0,0,0,0,0,0,0,0,0,0,0
2015,Waldsee,0,0,0,0,0,0,0,0,0,0,0
2015,Littenweiler,0,0,0,0,0,0,0,0,0,0,0
2015,Ebnet,0,0,0,0,0,0,0,0,0,0,0
2015,Kappel,0,0,0,0,0,0,0,0,0,0,0
2015,Oberau,0,0,0,0,0,0,0,0,0,0,0
2015,Oberwiehre,0,0,0,0,0,0,0,0,0,0,0
2015,Mittelwiehre,0,0,0,0,0,0,0,0,0,0,0
2015,Unterwiehre-Nord,0,0,0,0,0,0,0,0,0,0,0
2015,Unterwiehre-Süd,0,0,0,0,0,0,0,0,0,0,0
2015,Günterstal,0,0,0,0,0,0,0,0,0,0,0
2015,Stühlinger-Eschholz,0,0,0,0,0,0,0,0,0,0,0
2015,Alt-Stühlinger,0,0,0,0,0,0,0,0,0,0,0
2015,Mooswald-West,0,0,0,0,0,0,0,0,0,0,0
2015,Mooswald-Ost,0,0,0,0,0,0,0,0,0,0,0
2015,Betzenhausen-Bischofslinde,0,0,0,0,0,0,0,0,0,0,0
2015,Alt-Betzenhausen,0,0,0,0,0,0,0,0,0,0,0
2015,Landwasser,0,0,0,0,0,0,0,0,0,0,0
2015,Lehen,0,0,0,0,0,0,0,0,0,0,0
2015,Waltershofen,0,0,0,0,0,0,0,0,0,0,0
2015,Mundenhof,0,0,0,0,0,0,0,0,0,0,0
2015,Haslach-Egerten,0,0,0,0,0,0,0,0,0,0,0
2015,Haslach-Gartenstadt,0,0,0,0,0,0,0,0,0,0,0
2015,Haslach-Schildacker,0,0,0,0,0,0,0,0,0,0,0
2015,Haslach-Haid,0,0,0,0,0,0,0,0,0,0,0
2015,St. Georgen-Nord,0,0,0,0,0,0,0,0,0,0,0
2015,St. Georgen-Süd,0,0,0,0,0,0,0,0,0,0,0
2015,Opfingen,0,0,0,0,0,0,0,0,0,0,0
2015,Tiengen,0,0,0,0,0,0,0,0,0,0,0
2015,Munzingen,0,0,0,0,0,0,0,0,0,0,0
2015,Weingarten,0,0,0,0,0,0,0,0,0,0,0
2015,Rieselfeld,0,0,0,0,0,0,0,0,0,0,0
2015,Vauban,0,0,0,0,0,0,0,0,0,0,0
2016,Altstadt-Mitte,0,0,0,0,0,0,0,0,0,0,0
2016,Altstadt-Ring,0,0,0,0,0,0,0,0,0,0,0
2016,Neuburg,0,0,0,0,0,0,0,0,0,0,0
2016,Herdern-Süd,0,0,0,0,0,0,0,0,0,0,0
2016,Herdern-Nord,0,0,0,0,0,0,0,0,0,0,0
2016,Zähringen,0,0,0,0,0,0,0,0,0,0,0
2016,Brühl-Güterbahnhof,0,0,0,0,0,0,0,0,0,0,0
2016,Brühl-Industriegebiet,0,0,0,0,0,0,0,0,0,0,0
2016,Brühl-Beurbarung,0,0,0,0,0,0,0,0,0,0,0
2016,Hochdorf,0,0,0,0,0,0,0,0,0,0,0
2016,Waldsee,0,0,0,0,0,0,0,0,0,0,0
2016,Littenweiler,0,0,0,0,0,0,0,0,0,0,0
2016,Ebnet,0,0,0,0,0,0,0,0,0,0,0
2016,Kappel,0,0,0,0,0,0,0,0,0,0,0
2016,Oberau,0,0,0,0,0,0,0,0,0,0,0
2016,Oberwiehre,0,0,0,0,0,0,0,0,0,0,0
2016,Mittelwiehre,0,0,0,0,0,0,0,0,0,0,0
2016,Unterwiehre-Nord,0,0,0,0,0,0,0,0,0,0,0
2016,Unterwiehre-Süd,0,0,0,0,0,0,0,0,0,0,0
2016,Günterstal,0,0,0,0,0,0,0,0,0,0,0
2016,Stühlinger-Eschholz,0,0,0,0,0,0,0,0,0,0,0
2016,Alt-Stühlinger,0,0,0,0,0,0,0,0,0,0,0
2016,Mooswald-West,0,0,0,0,0,0,0,0,0,0,0
2016,Mooswald-Ost,0,0,0,0,0,0,0,0,0,0,0
2016,Betzenhausen-Bischofslinde,0,0,0,0,0,0,0,0,0,0,0
2016,Alt-Betzenhausen,0,0,0,0,0,0,0,0,0,0,0
2016,Landwasser,0,0,0,0,0,0,0,0,0,0,0
2016,Lehen,0,0,0,0,0,0,0,0,0,0,0
2016,Waltershofen,0,0,0,0,0,0,0,0,0,0,0
2016,Haslach-Egerten,0,0,0,0,0,0,0,0,0,0,0
2016,Haslach-Gartenstadt,0,0,0,0,0,0,0,0,0,0,0
2016,Haslach-Schildacker,0,0,0,0,0,0,0,0,0,0,0
2016,Haslach-Haid,0,0,0,0,0,0,0,0,0,0,0
2016,St. Georgen-Nord,0,0,0,0,0,0,0,0,0,0,0
2016,St. Georgen-Süd,0,0,0,0,0,0,0,0,0,0,0
2016,Opfingen,0,0,0,0,0,0,0,0,0,0,0
2016,Tiengen,0,0,0,0,0,0,0,0,0,0,0
2016,Munzingen,0,0,0,0,0,0,0,0,0,0,0
2016,Weingarten,0,0,0,0,0,0,0,0,0,0,0
2016,Rieselfeld,0,0,0,0,0,0,0,0,0,0,0
2016,Vauban,0,0,0,0,0,0,0,0,0,0,0
2017,Altstadt-Mitte,0,0,0,0,0,0,0,0,0,0,0
2017,Altstadt-Ring,0,0,0,0,0,0,0,0,0,0,0
2017,Neuburg,0,0,0,0,0,0,0,0,0,0,0
2017,Herdern-Süd,0,0,0,0,0,0,0,0,0,0,0
2017,Herdern-Nord,0,0,0,0,0,0,0,0,0,0,0
2017,Zähringen,0,0,0,0,0,0,0,0,0,0,0
2017,Brühl-Güterbahnhof,0,0,0,0,0,0,0,0,0,0,0
2017,Brühl-Industriegebiet,0,0,0,0,0,0,0,0,0,0,0
2017,Brühl-Beurbarung,0,0,0,0,0,0,0,0,0,0,0
2017,Hochdorf,0,0,0,0,0,0,0,0,0,0,0
2017,Waldsee,0,0,0,0,0,0,0,0,0,0,0
2017,Littenweiler,0,0,0,0,0,0,0,0,0,0,0
2017,Ebnet,0,0,0,0,0,0,0,0,0,0,0
2017,Kappel,0,0,0,0,0,0,0,0,0,0,0
2017,Oberau,0,0,0,0,0,0,0,0,0,0,0
2017,Oberwiehre,0,0,0,0,0,0,0,0,0,0,0
2017,Mittelwiehre,0,0,0,0,0,0,0,0,0,0,0
2017,Unterwiehre-Nord,0,0,0,0,0,0,0,0,0,0,0
2017,Unterwiehre-Süd,0,0,0,0,0,0,0,0,0,0,0
2017,Günterstal,0,0,0,0,0,0,0,0,0,0,0
2017,Stühlinger-Eschholz,0,0,0,0,0,0,0,0,0,0,0
2017,Alt-Stühlinger,0,0,0,0,0,0,0,0,0,0,0
2017,Mooswald-West,0,0,0,0,0,0,0,0,0,0,0
2017,Mooswald-Ost,0,0,0,0,0,0,0,0,0,0,0
2017,Betzenhausen-Bischofslinde,0,0,0,0,0,0,0,0,0,0,0
2017,Alt-Betzenhausen,0,0,0,0,0,0,0,0,0,0,0
2017,Landwasser,0,0,0,0,0,0,0,0,0,0,0
2017,Lehen,0,0,0,0,0,0,0,0,0,0,0
2017,Waltershofen,0,0,0,0,0,0,0,0,0,0,0
2017,Haslach-Egerten,0,0,0,0,0,0,0,0,0,0,0
2017,Haslach-Gartenstadt,0,0,0,0,0,0,0,0,0,0,0
2017,Haslach-Schildacker,0,0,0,0,0,0,0,0,0,0,0
2017,Haslach-Haid,0,0,0,0,0,0,0,0,0,0,0
2017,St. Georgen-Nord,0,0,0,0,0,0,0,0,0,0,0
2017,St. Georgen-Süd,0,0,0,0,0,0,0,0,0,0,0
2017,Opfingen,0,0,0,0,0,0,0,0,0,0,0
2017,Tiengen,0,0,0,0,0,0,0,0,0,0,0
2017,Munzingen,0,0,0,0,0,0,0,0,0,0,0
2017,Weingarten,0,0,0,0,0,0,0,0,0,0,0
2017,Rieselfeld,0,0,0,0,0,0,0,0,0,0,0
2017,Vauban,0,0,0,0,0,0,0,0,0,0,0
2018,Altstadt-Mitte,26,38,25,26,61,30,32,0,31,25,51
2018,Altstadt-Ring,0,27,22,12,28,18,28,0,12,0,41
2018,Neuburg,0,24,16,25,20,25,30,0,15,0,43
2018,Herdern-Süd,18,31,27,19,28,24,50,0,13,10,67
2018,Herdern-Nord,13,34,24,21,33,26,40,0,14,15,57
2018,Zähringen,46,59,51,50,94,80,43,19,51,37,87
2018,Brühl-Güterbahnhof,34,61,64,52,101,79,46,19,72,42,75
2018,Brühl-Industriegebiet,0,14,21,21,45,17,0,11,23,0,17
2018,Brühl-Beurbarung,19,31,37,21,75,26,18,13,48,16,31
2018,Hochdorf,20,40,22,23,58,46,11,14,45,20,26
2018,Waldsee,20,19,23,23,32,27,29,0,13,17,46
2018,Littenweiler,26,44,32,36,63,38,45,17,22,24,71
2018,Ebnet,0,0,13,0,0,15,11,0,0,0,23
2018,Kappel,11,0,0,0,13,12,0,0,11,0,18
2018,Oberau,30,45,29,21,32,45,54,0,21,23,75
2018,Oberwiehre,27,41,41,38,61,37,53,12,19,23,80
2018,Mittelwiehre,14,23,22,16,19,18,40,0,0,10,56
2018,Unterwiehre-Nord,0,34,18,19,25,24,42,0,13,15,59
2018,Unterwiehre-Süd,33,76,64,44,109,67,53,22,61,35,95
2018,Günterstal,0,0,14,0,0,12,0,0,0,0,12
2018,Stühlinger-Eschholz,26,47,34,30,50,48,45,0,35,23,67
2018,Alt-Stühlinger,70,107,103,93,231,100,73,44,138,63,129
2018,Mooswald-West,16,20,13,19,30,27,13,0,18,11,29
2018,Mooswald-Ost,34,71,36,43,101,55,36,13,58,28,70
2018,Betzenhausen-Bischofslinde,33,47,52,42,96,51,35,19,48,33,64
2018,Alt-Betzenhausen,22,26,20,21,41,39,16,10,35,16,33
2018,Landwasser,35,56,56,42,129,59,18,25,80,27,48
2018,Lehen,10,0,0,0,14,14,0,0,11,0,14
2018,Waltershofen,13,0,0,0,12,15,0,0,0,0,0
2018,Haslach-Egerten,43,114,92,79,205,96,46,40,112,52,101
2018,Haslach-Gartenstadt,69,91,75,94,221,99,30,45,158,44,72
2018,Haslach-Schildacker,12,0,0,12,19,13,0,0,14,0,13
2018,Haslach-Haid,19,37,46,28,91,37,15,26,66,13,26
2018,St. Georgen-Nord,35,45,48,38,75,56,48,15,44,31,75
2018,St. Georgen-Süd,0,0,0,0,0,0,0,0,0,0,12
2018,Opfingen,14,18,17,20,30,27,14,0,16,13,25
2018,Tiengen,13,19,11,12,30,25,0,0,18,13,13
2018,Munzingen,15,14,18,15,35,32,0,0,30,17,10
2018,Weingarten,97,152,166,146,441,128,49,108,252,76,98
2018,Rieselfeld,30,46,57,35,89,62,38,15,47,46,62
2018,Vauban,14,27,21,27,29,33,29,0,13,10,51
2019,Altstadt-Mitte,18,32,34,26,60,38,20,0,31,25,46
2019,Altstadt-Ring,11,30,19,12,35,18,23,0,0,0,45
2019,Neuburg,13,33,19,15,25,22,36,0,10,0,52
2019,Herdern-Süd,18,38,16,19,34,22,43,0,17,14,55
2019,Herdern-Nord,14,40,27,20,39,24,40,0,16,11,61
2019,Zähringen,49,67,49,58,86,89,55,15,57,39,99
2019,Brühl-Güterbahnhof,37,75,62,53,91,97,58,17,69,58,86
2019,Brühl-Industriegebiet,13,11,25,17,48,17,0,10,23,0,17
2019,Brühl-Beurbarung,22,44,29,27,68,37,20,14,42,17,40
2019,Hochdorf,23,38,20,24,56,37,19,15,44,11,33
2019,Waldsee,24,15,23,16,31,22,29,0,13,11,45
2019,Littenweiler,31,46,42,34,77,43,41,15,25,30,70
2019,Ebnet,12,11,0,0,0,21,15,0,10,0,24
2019,Kappel,11,10,13,0,12,19,14,0,0,0,27
2019,Oberau,25,43,34,25,41,40,56,0,20,29,76
2019,Oberwiehre,32,40,38,29,58,41,49,0,19,23,84
2019,Mittelwiehre,18,19,19,17,17,20,39,0,0,10,57
2019,Unterwiehre-Nord,11,44,28,13,32,25,45,0,15,14,65
2019,Unterwiehre-Süd,22,69,56,39,98,39,55,25,41,22,91
2019,Günterstal,0,0,0,0,14,12,10,0,0,0,14
2019,Stühlinger-Eschholz,30,42,31,27,45,48,40,0,32,17,68
2019,Alt-Stühlinger,76,105,90,97,211,118,73,45,130,76,119
2019,Mooswald-West,22,24,12,17,34,32,13,0,30,11,24
2019,Mooswald-Ost,25,66,49,54,115,58,32,18,68,28,60
2019,Betzenhausen-Bischofslinde,40,64,59,51,129,62,39,22,67,32,79
2019,Alt-Betzenhausen,23,34,38,31,51,52,27,0,38,23,49
2019,Landwasser,41,47,64,43,117,70,19,24,71,37,44
2019,Lehen,0,11,12,0,0,18,10,0,0,10,12
2019,Waltershofen,0,10,0,0,0,11,0,0,0,0,10
2019,Haslach-Egerten,56,100,97,79,193,96,57,48,97,45,99
2019,Haslach-Gartenstadt,68,70,76,89,193,101,36,48,136,42,74
2019,Haslach-Schildacker,0,11,0,0,20,0,0,0,13,0,0
2019,Haslach-Haid,25,43,40,30,100,32,18,28,66,11,34
2019,St. Georgen-Nord,41,51,64,42,94,74,48,30,47,35,81
2019,St. Georgen-Süd,0,0,0,0,0,14,0,0,0,10,10
2019,Opfingen,24,24,18,22,41,35,17,0,27,18,31
2019,Tiengen,10,17,13,10,27,21,0,0,15,0,13
2019,Munzingen,0,14,18,16,27,28,0,0,17,17,12
2019,Weingarten,118,164,153,156,449,156,47,110,271,91,103
2019,Rieselfeld,35,42,60,46,92,63,36,16,44,33,68
2019,Vauban,13,25,22,19,27,24,31,0,13,11,49
2020,Altstadt-Mitte,11,59,38,29,63,44,37,0,27,21,70
2020,Altstadt-Ring,0,33,18,16,31,26,31,0,10,11,48
2020,Neuburg,18,36,24,18,35,30,36,0,16,12,54
2020,Herdern-Süd,26,41,36,21,36,44,50,0,19,18,73
2020,Herdern-Nord,23,48,34,20,41,39,49,0,20,20,75
2020,Zähringen,53,75,61,42,110,81,57,16,52,39,103
2020,Brühl-Güterbahnhof,65,95,78,49,125,115,65,21,79,65,108
2020,Brühl-Industriegebiet,0,22,21,22,58,20,0,14,18,10,21
2020,Brühl-Beurbarung,24,42,35,31,89,33,15,13,49,21,35
2020,Hochdorf,31,38,31,25,60,63,17,13,48,19,39
2020,Waldsee,24,23,22,26,32,35,39,0,16,19,61
2020,Littenweiler,42,47,41,39,92,55,36,19,34,35,70
2020,Ebnet,17,13,12,0,13,24,16,0,12,12,26
2020,Kappel,16,17,0,10,16,20,18,0,0,0,30
2020,Oberau,27,52,39,24,49,53,54,0,24,23,89
2020,Oberwiehre,48,46,45,28,61,60,51,12,28,28,93
2020,Mittelwiehre,18,28,24,16,30,24,39,0,13,0,57
2020,Unterwiehre-Nord,19,49,30,26,39,33,56,0,13,18,81
2020,Unterwiehre-Süd,41,71,88,52,127,72,72,17,60,49,112
2020,Günterstal,0,0,11,0,0,12,10,0,10,0,13
2020,Stühlinger-Eschholz,39,54,34,28,64,50,50,16,34,22,79
2020,Alt-Stühlinger,98,134,106,97,264,130,82,56,143,81,154
2020,Mooswald-West,30,37,20,23,47,44,27,11,29,20,44
2020,Mooswald-Ost,41,76,48,43,129,62,30,25,86,31,53
2020,Betzenhausen-Bischofslinde,60,75,55,45,135,73,46,22,65,43,92
2020,Alt-Betzenhausen,32,46,34,34,65,59,29,12,38,29,59
2020,Landwasser,45,59,72,52,139,79,22,25,77,41,57
2020,Lehen,11,13,14,10,23,13,17,0,13,0,21
2020,Waltershofen,11,11,10,0,17,15,10,0,0,0,15
2020,Haslach-Egerten,65,125,111,92,227,127,66,43,124,58,127
2020,Haslach-Gartenstadt,74,96,91,86,212,108,48,38,148,56,87
2020,Haslach-Schildacker,0,21,0,12,35,11,0,0,18,0,16
2020,Haslach-Haid,25,47,45,33,116,41,17,38,73,19,33
2020,St. Georgen-Nord,47,77,60,58,133,68,63,32,59,41,94
2020,St. Georgen-Süd,0,11,0,0,0,12,13,0,0,0,18
2020,Opfingen,28,20,30,17,44,45,18,0,22,27,34
2020,Tiengen,18,13,22,18,40,30,0,10,27,12,17
2020,Munzingen,12,17,22,15,35,34,0,0,35,15,10
2020,Weingarten,115,189,176,150,477,145,61,126,263,96,107
2020,Rieselfeld,44,64,51,62,124,73,42,21,66,38,82
2020,Vauban,23,29,24,21,33,34,35,0,18,14,51
2021,Altstadt-Mitte,15,39,28,16,63,20,25,0,27,18,43
2021,Altstadt-Ring,0,24,0,12,13,15,28,0,0,0,37
2021,Neuburg,19,23,17,12,25,26,24,0,0,15,39
2021,Herdern-Süd,19,30,24,14,30,27,38,0,12,14,53
2021,Herdern-Nord,17,36,38,20,40,27,47,0,17,14,65
2021,Zähringen,43,73,61,37,109,68,46,11,53,36,81
2021,Brühl-Güterbahnhof,56,70,67,44,104,88,55,16,71,45,82
2021,Brühl-Industriegebiet,0,14,21,16,41,13,0,0,20,0,15
2021,Brühl-Beurbarung,22,33,34,24,80,28,15,0,45,14,37
2021,Hochdorf,30,31,22,19,52,45,13,0,34,21,27
2021,Waldsee,15,17,24,23,20,28,32,0,14,16,41
2021,Littenweiler,35,42,36,32,85,38,34,15,27,23,63
2021,Ebnet,0,0,12,0,10,15,0,0,0,10,16
2021,Kappel,11,23,10,10,18,21,16,0,10,0,34
2021,Oberau,18,57,26,19,51,27,49,0,11,17,79
2021,Oberwiehre,35,35,33,30,56,41,42,0,17,24,75
2021,Mittelwiehre,16,21,16,16,27,17,34,0,11,0,51
2021,Unterwiehre-Nord,15,33,27,28,33,36,38,0,20,19,56
2021,Unterwiehre-Süd,46,48,66,50,125,60,48,19,62,39,76
2021,Günterstal,0,0,12,0,0,0,0,0,0,0,0
2021,Stühlinger-Eschholz,28,46,43,32,61,47,47,15,38,22,72
2021,Alt-Stühlinger,80,91,97,83,228,95,51,39,117,75,112
2021,Mooswald-West,31,22,15,14,45,32,11,10,23,11,27
2021,Mooswald-Ost,26,54,50,57,131,45,20,22,71,29,46
2021,Betzenhausen-Bischofslinde,45,62,58,51,126,59,45,24,58,38,78
2021,Alt-Betzenhausen,37,34,31,27,59,53,24,11,35,24,48
2021,Landwasser,44,49,54,44,127,63,12,17,73,29,39
2021,Lehen,0,11,13,11,19,12,15,0,0,0,26
2021,Waltershofen,12,0,0,0,0,12,0,0,0,0,0
2021,Haslach-Egerten,59,104,97,79,225,96,39,42,112,58,87
2021,Haslach-Gartenstadt,68,90,91,70,195,108,40,45,135,56,80
2021,Haslach-Schildacker,0,17,14,0,35,11,0,0,13,10,0
2021,Haslach-Haid,25,45,37,38,111,43,10,34,73,15,21
2021,St. Georgen-Nord,39,68,63,51,127,63,49,23,39,43,90
2021,St. Georgen-Süd,0,0,10,0,0,10,12,0,0,0,17
2021,Opfingen,25,13,14,21,38,28,12,0,23,11,25
2021,Tiengen,16,16,25,20,40,34,0,10,26,17,20
2021,Munzingen,10,14,21,19,37,27,0,0,30,14,12
2021,Weingarten,113,171,165,138,453,122,55,113,258,66,99
2021,Rieselfeld,37,55,49,43,96,71,32,17,47,44,67
2021,Vauban,15,25,16,16,29,27,22,0,13,12,42
